-7362.44 875.88 11928.2
-7363.02 876.09 11928.1
-7361.56 875.66 11928.7
-7361.86 875.69 11928.2
-7361.85 875.8 11929.2
-7362.43 875.99 11929.2
-7363.01 876.19 11929.2
-7363.31 876.24 11928.7
-7363.6 876.3 11928.1
-7363.6 876.37 11929.2
-7363.88 876.45 11928.6
-7364.18 876.54 11929.1
-7364.47 876.63 11928.6
-7364.76 876.71 11928.1
-7364.77 876.67 11929.1
-7365.06 876.77 11928.6
-7365.36 876.82 11928.1
-7361.26 875.64 11929.2
-7367.74 877.16 10650.5
-7368.06 877.21 10650
-7368.37 877.22 10649.5
-7368.09 877.23 10648.9
-7368.34 877.22 10650.5
-7368.98 877.16 10649.5
-7368.94 877.21 10650.5
-7369.3 877.1 10649
-7369.55 877.15 10650.5
-7370.15 877.03 10650.5
-7369.87 877.07 10650
-7370.45 876.89 10650
-7370.18 876.96 10649.5
-7370.79 876.71 10649.5
-7370.48 876.82 10649
-7371.1 876.52 10649
-7367 876.77 11504.8
-7367.6 876.77 11504.9
-7367.31 876.94 11504.3
-7367.91 876.93 11504.4
-7367.63 877.01 11503.8
-7368.24 876.99 11503.9
-7367.94 877.05 11503.3
-7368.55 877 11503.3
-7368.19 876.72 11504.9
-7368.5 876.85 11504.4
-7368.85 876.88 11503.9
-7369.14 876.87 11503.4
-7368.25 877.04 11502.8
-7368.86 876.95 11502.8
-7369.18 876.8 11502.3
-7368.91 876.79 11501.8
-7369.55 876.6 11501.8
-7369.44 876.79 11502.8
-7369.78 876.6 11502.3
-7370.12 876.37 11501.8
-7370.74 876.75 10650.6
-7371.1 876.5 10650
-7371.43 876.3 10649.5
-7371.72 876.16 10649
-7366.52 876.85 10651.5
-7367.71 877.08 10651.5
-7368.31 877.18 10651.5
-7367.99 877.11 10652
-7368.59 877.2 10652.1
-7368.9 877.23 10651.5
-7369.19 877.24 10652.1
-7369.51 877.21 10651.6
-7368.87 877.25 10652.6
-7369.8 877.2 10652.1
-7370.12 877.11 10651.6
-7369.84 877.14 10651.1
-7370.41 876.96 10651.1
-7367.99 876.95 10643.2
-7367.71 876.86 10642.7
-7357.23 876.41 11498.5
-7357.26 876.41 11499.6
-7358.12 876.2 11499
-7357.81 876.27 11498.5
-7358.39 876.12 11498.5
-7358.44 876.16 11499.5
-7358.71 876.07 11499
-7359.02 876.04 11499.5
-7359.29 875.96 11499
-7359.57 875.89 11498.5
-7359.62 875.95 11499.5
-7359.89 875.9 11499
-7360.18 875.88 11498.5
-7365.76 876.9 11495
-7366.37 877.03 11495
-7366.06 877.02 11494.5
-7366.67 877.11 11494.5
-7366.35 877.12 11494
-7366.97 877.18 11494
-7367.29 877.12 11494.5
-8202.84 872.6 11064
-8203.34 872.51 11063.7
-8203.37 872.51 11064.3
-8202.74 873.84 11070.8
-8202.79 873.81 11071.4
-8203.29 873.77 11071.1
-8203.33 873.72 11071.7
-8203.89 873.63 11072.6
-8202.85 873.76 11072.7
-8203.38 873.68 11072.9
-8202.88 873.72 11073.2
-8203.9 873.55 11073.2
-8203.98 873.38 11073.9
-8203.46 873.47 11074.2
-8202.96 873.58 11074.5
-8203.49 873.55 11074.8
-8203.99 873.39 11074.5
-8201.42 873.72 11074.9
-8201.96 873.79 11075.2
-8202 873.97 11075.7
-8201.38 873.7 11074.3
-8201.92 873.69 11074.6
-8202.46 873.69 11074.8
-8202.5 873.86 11075.4
-8200.87 873.68 11074.7
-8200.92 873.75 11075.2
-8202.54 874.03 11076
-8203.53 873.76 11075.4
-8203.03 873.92 11075.7
-8203.57 873.93 11075.9
-8204.07 873.77 11075.6
-8204.11 873.88 11076.2
-8204.6 873.73 11075.9
-8204.65 873.76 11076.5
-8203.07 874.03 11076.3
-8203.61 873.98 11076.5
-8204.15 873.88 11076.8
-8204.67 873.71 11077.1
-8205.14 873.58 11076.2
-8205.17 873.54 11076.8
-8206.2 873.05 11076.9
-8206.75 872.73 11077.8
-8205.19 873.47 11077.4
-8206.25 872.92 11078.1
-8206.74 872.63 11078.4
-8207.25 872.53 11077.5
-8207.26 872.47 11078.1
-8207.76 872.31 11077.8
-8207.84 872.21 11078.5
-8208.29 872.12 11078.1
-8208.33 872.07 11078.7
-8207.29 872.3 11078.7
-8207.84 872.09 11079.1
-8208.37 872.01 11079.3
-8202.72 873.81 11070.2
-8203.25 873.77 11070.5
-8203.79 873.74 11070.8
-8200.85 873.74 11074
-8203.42 873.82 11500
-8204.03 873.73 11499.9
-8203.65 873.83 11499.4
-8204.26 873.73 11499.3
-8204.5 873.74 11498.8
-8204.88 873.59 11499.2
-8205.12 873.53 11498.7
-8204.74 873.8 11503.5
-8204.38 873.8 11503
-8203.78 873.9 11503.1
-8204.02 873.81 11502.5
-8204.63 873.65 11502.4
-8204.5 873.87 11504.1
-8205.25 873.43 11502.3
-8204.28 873.7 11502
-8204.9 873.5 11501.9
-8204.51 873.62 11501.4
-8205.12 873.43 11501.3
-8204.74 873.58 11500.8
-8204.99 873.54 11500.3
-8205.61 873.36 11500.2
-8205.51 873.27 11501.8
-8205.73 873.21 11501.2
-8205.98 873.18 11500.6
-8206.21 873.11 11500.1
-8205.84 873.26 11499.6
-8205.48 873.38 11499.1
-8206.13 873.05 11499
-8205.75 873.2 11498.6
-8206.38 872.81 11498.4
-8206.47 872.96 11499.5
-8205.1 871.84 11938.5
-8205.72 871.7 11938.4
-8205.35 871.78 11937.9
-8205.96 871.73 11937.8
-8205.59 871.8 11937.4
-8205.83 871.84 11936.8
-8206.42 871.83 11936.7
-8202.81 873.9 11500.1
-8203.05 873.91 11499.5
-8207.01 872.45 11498.3
-8206.33 871.66 11938.3
-8206.78 871.79 11937.2
-8207.02 871.78 11936.6
-8203.67 872.17 11941.9
-8203.89 872.4 11941.4
-8204.49 872.3 11941.2
-8204.31 872.52 11940.2
-8204.98 872.14 11940.1
-8204.61 872.25 11939.6
-8205.23 871.93 11939.5
-8205.64 871.81 11940
-8205.86 871.71 11939.4
-8204.85 872 11939.1
-8205.47 871.76 11939
-8206.09 871.64 11938.9
-8206.69 871.63 11938.8
-8204.06 872.57 11940.8
-8204.89 871.94 11941.7
-8199.19 873.53 10646.6
-8199.41 873.73 10646.1
-8199.63 873.93 10645.5
-8200.16 874.4 10645.5
-8199.16 873.53 10645.6
-8199.4 873.71 10645
-8199.87 874.11 10645
-8200.34 874.51 10645
-8198.92 873.32 10645.1
-8199.16 873.47 10644.5
-8199.65 873.85 10644.5
-8199.43 873.59 10644
-8199.93 873.93 10644
-8200.14 874.22 10644.5
-8200.44 874.27 10644
-8199.7 873.69 10643.5
-8200.21 874 10643.5
-8200.51 874.06 10642.9
-8200.13 874.33 10646.6
-8200.34 874.55 10646
-8199.46 873.47 10643
-8199.7 873.93 10647.6
-8214.63 867.96 11082.4
-8215.46 867.25 11082.1
-8214.6 868.05 11082.9
-8215.4 867.43 11083.3
-8211.94 869.24 11083.9
-8212.59 869.02 11084.3
-8212.48 869.29 11084.9
-8213.3 869.31 11496
-8214.09 868.63 11497
-8213.94 869.03 11495.8
-8214.69 868.51 11496.1
-8214.82 868.16 11497.4
-8215.42 868.01 11496.5
-8215.56 867.67 11497.8
-8215.37 868.15 11495.9
-8212.61 869.61 11496.2
-8212.71 869.38 11496.9
-8213.44 868.91 11497.3
-8214.16 868.45 11497.6
-8213.52 868.36 11069
-8214.05 867.99 11070
-8214.13 867.92 11069.4
-8214.86 867.46 11069.7
-8211.11 870.1 11078.1
-8211.68 870.12 11078.4
-8211.81 869.68 11077.9
-8212.34 869.73 11078.2
-8210.96 870.55 11078.6
-8213.87 868.42 11081.4
-8211.23 869.72 11084.1
-8211.75 869.77 11085.1
-8212.78 869.16 11497.5
-9039.87 870.5 11509.1
-9040.51 870.5 11509.1
-9040.51 870.52 11508.1
-9041.13 870.54 11508.1
-9041.15 870.5 11509.1
-9041.78 870.55 11509.1
-9041.76 870.57 11508.1
-9042.38 870.66 11508.1
-9042.37 870.69 11509.1
-9042.93 870.9 11509.1
-9043.23 870.96 11508.6
-9042.96 870.83 11508.1
-9043.54 870.99 11508.1
-9043.49 871.11 11509.2
-9043.81 871.12 11508.6
-9044.08 871.24 11509.2
-9044.77 871.16 11508.1
-9044.69 871.32 11509.2
-9045.3 871.41 11509.2
-9045.9 871.51 11509.2
-9046.48 871.67 11509.2
-9046.25 871.49 11508.7
-9046.82 871.63 11508.7
-9045.9 871.35 11508.2
-9046.59 871.44 11508.2
-9047.16 871.58 11508.2
-9047.77 870.76 10642
-9048.04 870.92 10641.5
-9048.61 871.12 10641.5
-9044.96 871.01 11488.4
-9045.56 871.14 11488.4
-9045.24 871.13 11487.9
-9045.82 871.3 11487.9
-9045.52 871.26 11487.3
-9047.24 871.81 11487.4
-9047.55 871.83 11487.9
-9047.81 872 11487.4
-9047.04 871.9 11509.2
-9047.24 872.21 11509.7
-9047.58 872.16 11509.2
-9047.38 871.85 11508.7
-9047.92 872.11 11508.7
-9047.72 871.81 11508.2
-9048.06 870.85 10642.5
-9047.86 871.85 11488.4
-9045.93 870.87 11925.1
-9046.33 871.02 11925.5
-9046.15 871.04 11926.1
-9045.59 870.89 11926.3
-9045.99 871.04 11926.7
-9046.72 871.17 11925.9
-9047.12 871.32 11926.4
-9046.95 871.32 11927
-9047.36 871.46 11927.4
-9047.2 871.42 11928
-9045.84 870.98 11927.3
-9046.25 871.1 11927.7
-9045.7 870.9 11927.9
-9046.12 870.99 11928.3
-9046.54 871.1 11928.7
-9046.93 871.28 11929.2
-9046 870.88 11928.9
-9046.41 871.01 11929.3
-9047.59 871.59 11928.4
-9047.3 871.5 11929.6
-9039.9 870.03 11934.7
-9040.27 870 11934.2
-9040.64 870.01 11933.8
-9040.51 869.96 11934.8
-9040.88 869.94 11934.3
-9041.25 869.98 11933.8
-9032.76 871.71 10647.7
-9033.34 871.56 10647.8
-9033.13 871.68 10647.2
-9033.71 871.53 10647.3
-9032.57 871.87 10647.1
-9032.93 871.81 10646.7
-9033.49 871.62 10646.7
-9034.08 871.48 10646.8
-9032.38 872.04 10646.6
-9032.74 871.97 10646.1
-9033.29 871.74 10646.2
-9033.09 871.89 10645.6
-9033.64 871.65 10645.7
-9033.85 871.55 10646.2
-9034.21 871.47 10645.8
-9034.8 871.35 10645.8
-9033.43 871.77 10645.1
-9034.56 871.38 10645.3
-9035.15 871.26 10645.4
-9032.56 871.57 10651.4
-9033.12 871.48 10651.4
-9032.83 871.42 10650.9
-9033.56 871.36 10650.9
-9033.29 871.36 10650.4
-9032.59 871.39 10650.3
-9033.06 871.4 10649.8
-9033.63 871.33 10649.9
-9034.22 871.27 10650
-9032.79 871.51 10649.3
-9033.39 871.38 10649.4
-9033.17 871.46 10648.8
-9033.76 871.33 10648.9
-9033.97 871.27 10649.4
-9034.56 871.24 10649.5
-9034.34 871.25 10649
-9035 871.25 10649
-9032.58 871.59 10648.7
-9032.96 871.57 10648.2
-9034.15 871.34 10648.4
-9033.94 871.45 10647.8
-9034.54 871.35 10647.9
-9034.76 871.27 10648.5
-9035.38 871.26 10648.5
-9035.14 871.29 10648
-9035.75 871.24 10648
-9034.31 871.43 10647.4
-9035.28 871.29 10647
-9035.63 871.22 10646.5
-9033.09 871.96 10653.5
-9033.59 871.6 10653.5
-9033.36 871.79 10653
-9033.89 871.44 10653.1
-9032.88 872.16 10652.9
-9033.15 871.84 10652.5
-9033.68 871.55 10652.5
-9033.44 871.56 10652
-9034 871.36 10652
-9034.22 871.29 10652.6
-9032.85 871.76 10652
-9033.77 871.38 10651.5
-9034.34 871.28 10651.6
-9034.13 871.31 10651
-9034.72 871.29 10651.1
-9035.4 871.31 10651.1
-9034.48 871.3 10650.5
-9035.14 871.34 10650.6
-9034.87 871.3 10650
-9035.58 871.4 10650.1
-9035.87 871.41 10650.6
-9035.34 871.32 10649.6
-9035.63 871.29 10649.1
-9033.23 871.77 10654
-9876.63 869.17 10638.9
-9877.91 869.2 10637.8
-9874.95 869.2 10659.8
-9875.59 869.2 10659.8
-9875.27 869.13 10659.2
-9875.91 869.14 10659.2
-9875.59 869.13 10658.7
-9876.23 869.17 10658.7
-9877.28 869.19 10638.9
-9874.3 869.17 10659.8
-9874.63 869.11 10659.3
-9874.95 869.1 10658.7
-9870.14 869.08 10647
-9870.77 869.17 10646.9
-9870.46 869.12 10646.4
-9871.06 869.23 10646.4
-9871.39 869.26 10646.9
-9871.66 869.34 10646.4
-9878.04 869.39 10657.6
-9878.69 869.42 10657.5
-9878.32 869.46 10657
-9878.97 869.48 10657
-9879.33 869.46 10657.5
-9878.6 869.47 10656.5
-9879.27 869.45 10656.5
-9878.94 869.41 10656
-9879.64 869.36 10656
-9880.01 869.33 10656.5
-9877.33 868.97 11487.6
-9877.95 869.06 11487.6
-9877.64 868.93 11487.1
-9878.25 869.04 11487.1
-9878.84 869.17 11487
-9877.99 868.93 11486.5
-9878.57 869.08 11486.5
-9878.22 869.02 11486
-9879.14 869.26 11486.5
-9870.16 869.17 11929.9
-9870.44 869.27 11929.4
-9871.01 869.46 11929.4
-9881.9 869.34 11922.7
-9882.52 869.41 11922.7
-9882.21 869.32 11922.2
-9882.83 869.4 11922.2
-9872 869.36 10646.9
-9879.17 869.19 11487.5
-9878.44 869.19 11485.5
-9871.31 869.56 11929.9
-9882.21 869.43 11923.2
-9882.52 869.52 11923.7
-9882.83 869.5 11923.2
-9882.52 869.3 11921.6
-9881.9 869.23 11921.7
-9881.99 867.98 10657.9
-9882.63 867.27 10657.4
-9883.44 866.91 10657.5
-9878.33 868.68 11059.9
-9879.2 868.31 11059.9
-9878.99 868.07 11059.4
-9879.72 867.81 11059.5
-9880.01 867.99 11060
-9880.53 867.5 11059.5
-9885.32 865.19 11072.5
-9886.61 863.86 11072.7
-9886.13 864.34 11072.1
-9885.5 864.9 11073.6
-9885.97 864.49 11073.1
-9879.77 867.33 11484.7
-9880.46 867.23 11484.8
-9880.09 867.48 11484.3
-9880.8 867.36 11484.3
-9880.14 867.8 11483.5
-9880.9 867.63 11483.7
-9881.11 867.13 11484.8
-9881.48 867.25 11484.3
-9881.64 867.48 11483.7
-9882.16 868.34 10658.4
-9878.2 868.38 11059.3
-9884.86 865.69 11071.9
-9880.11 867.13 11485.3
-9870.09 869.67 11923.9
-9870.55 869.64 11923.5
-9869.99 869.61 11923.3
-9870.46 869.53 11922.9
-9871.11 869.71 11923.8
-9871.59 869.5 11923.4
-9871.02 869.51 11923.2
-9871.49 869.27 11922.7
-9869.89 869.56 11922.7
-9880.86 866.98 11489.7
-9880.86 867.17 11490.2
-9881.53 866.74 11490
-9881.41 867.02 11490.6
-9881.97 866.88 11490.9
-9882.18 866.32 11489.7
-9882.67 866.42 11490.6
-9883.37 865.97 11490.4
-9878.59 871.2 10665.9
-9879.15 871.47 10665.9
-9879.07 870.44 10665.8
-9879.63 870.73 10665.8
-9881.92 869.87 11500.5
-9882.51 869.96 11500.5
-9882.24 869.93 11499.9
-9882.83 870 11500
-9881.96 869.92 11499.2
-9882.56 869.98 11499.3
-9882.28 869.96 11498.7
-9882.89 870 11498.8
-9882.45 869.98 11501.7
-9882.19 869.92 11501.1
-9882.78 870.01 11501.2
-9879.54 869.71 10665.7
-9878.99 869.41 10665.8
-9882.61 869.98 11498.1
-9882.01 869.94 11498
-9882.34 869.96 11497.5
-10711.4 867.84 11059.8
-10712 867.9 11059.8
-10711.8 867.54 11059.4
-10712.1 867.2 11059
-10712.7 867.22 11059
-10713 867.59 11059.4
-10713.3 867.23 11059
-10707.3 866.55 11509.8
-10707.9 866.57 11509.8
-10707.6 866.52 11509.2
-10708.2 866.55 11509.2
-10707.9 866.53 11508.7
-10709.1 866.63 11508.6
-10713.5 867.63 11059.4
-10716 866.9 10639.7
-10716.1 866.94 10640.3
-10716.6 866.92 10640
-10715.4 866.84 10638.8
-10715.5 866.87 10639.4
-10716 866.9 10639
-10715.5 866.91 10640
-10716.5 866.94 10639.3
-10706.8 866.44 10646.2
-10707.2 866.72 10646.6
-10707.4 866.7 10646
-10707.7 866.99 10646.4
-10708 866.92 10645.3
-10708.4 867.19 10645.7
-10708.8 867.53 10646.1
-10708.2 866.97 10644.7
-10708.5 867.17 10645.1
-10707.8 866.83 10644.2
-10708.3 867.1 10644.1
-10708.7 867.25 10644.5
-10709.1 867.5 10644.9
-10709 867.49 10645.5
-10708.8 867.39 10643.9
-10709.2 867.56 10644.3
-10718.4 865.95 11060.7
-10718.9 865.81 11061.2
-10719 866.06 11060.6
-10719.5 865.91 11061
-10720 865.77 11061.5
-10720 866.02 11060.9
-10720.5 865.88 11061.4
-10720.5 865.64 11062
-10721 865.77 11061.8
-10721 865.49 11062.5
-10721.5 865.61 11062.3
-10708 866.7 11070.4
-10708.3 866.95 11070.8
-10708.5 867.04 11070.2
-10708.8 867.33 11070.6
-10707.9 866.99 10643.6
-10709.4 867.66 10643.7
-10707.5 867.01 10647
-10718.5 866.21 11060.1
-10708.6 867.09 11069.6
-10708.2 866.8 11069.2
